interval_id,participant_id,video_id,start_timestamp,end_timestamp,middle_noun
RRQPrJADZR,P04,P04_102,0:00:21.640000,0:00:24.640000,12
pIVhWxSxtX,P20,P20_04,0:36:42,0:36:45,12
EbDwOSkYxP,P01,P01_18,0:02:23.170000,0:02:26.170000,12
eFgfJzgwkJ,P26,P26_21,0:05:20.640000,0:05:23.640000,12
SGSYVGcBdD,P05,P05_04,0:01:13.840000,0:01:16.840000,12
XhVfEJPKjt,P02,P02_129,0:18:26.180000,0:18:29.180000,12
seWzPsEqLd,P03,P03_03,0:00:03.990000,0:00:06.990000,12
nRmaLdixrF,P26,P26_19,0:01:02.300000,0:01:05.300000,12
JPjYUZhOFV,P06,P06_108,0:00:03.710000,0:00:06.710000,12
qhTdCAoOxz,P28,P28_06,0:00:28.710000,0:00:31.710000,12
LbEQetUdUp,P08,P08_03,0:02:13.460000,0:02:16.460000,12
byIfowEDcs,P31,P31_13,0:00:27.460000,0:00:30.460000,12
JQtkWLMrMH,P03,P03_117,0:10:16.290000,0:10:19.290000,12
GkjROuICQi,P05,P05_06,0:05:02.050000,0:05:05.050000,12
SJYRJjNegi,P03,P03_13,0:00:20.860000,0:00:23.860000,12
LqRcXKQBlI,P01,P01_09,0:00:26.140000,0:00:29.140000,12
luapeIUDcn,P22,P22_16,0:02:21.960000,0:02:24.960000,12
OWtLIgvnmE,P31,P31_01,0:02:45.520000,0:02:48.520000,12
OpnPqGQRrN,P24,P24_07,0:04:29.290000,0:04:32.290000,12
vNdVbxMVwv,P06,P06_108,0:00:04.710000,0:00:07.710000,12
udZbyWfbyU,P16,P16_01,0:01:02.340000,0:01:05.340000,12
nGVUXqHmgJ,P28,P28_03,0:03:01.240000,0:03:04.240000,12
xOxnWuFkBJ,P04,P04_121,0:08:49,0:08:52,12
ArVhqvSACQ,P03,P03_09,0:00:53.870000,0:00:56.870000,12
bCMdVXzToG,P03,P03_115,0:00:03,0:00:06,12
jVKlxmovGn,P01,P01_09,0:29:20.140000,0:29:23.140000,12
nBIzZgqVPC,P21,P21_01,0:07:14.810000,0:07:17.810000,12
kDQqpbdvNc,P12,P12_01,0:00:36.490000,0:00:39.490000,12
CCJsUQRnHx,P06,P06_101,0:28:04.200000,0:28:07.200000,12
VCRIVlxWmS,P13,P13_10,0:00:09.180000,0:00:12.180000,12
wuMHtpYFLh,P01,P01_09,0:49:13.140000,0:49:16.140000,12
EGVMkOFLji,P17,P17_04,0:01:19.340000,0:01:22.340000,12
IqXJnVRFNd,P03,P03_04,0:07:22.240000,0:07:25.240000,12
CKzuQnVdAp,P13,P13_04,0:00:11.230000,0:00:14.230000,12
bUVuIFxwxP,P07,P07_10,0:13:46.120000,0:13:49.120000,12
KDyjiNfLLr,P24,P24_02,0:00:03.130000,0:00:06.130000,12
iGnbMGbZfw,P28,P28_06,0:00:29.710000,0:00:32.710000,12
RvHjvKVdMX,P03,P03_08,0:00:19.230000,0:00:22.230000,12
sbtRWKjqWl,P09,P09_106,0:01:17.850000,0:01:20.850000,12
MUXKkvCptp,P02,P02_129,0:02:06.180000,0:02:09.180000,12
nXLeKCFjNW,P07,P07_10,0:13:47.120000,0:13:50.120000,12
SKDmPzrhLI,P20,P20_03,0:01:07.500000,0:01:10.500000,12
EcdKuTAAER,P30,P30_107,0:49:42,0:49:45,12
XdjRdRdHVB,P04,P04_102,0:00:41.640000,0:00:44.640000,12
NzAWBoEFGh,P04,P04_108,0:02:27.880000,0:02:30.880000,12
BZPXQqFUap,P05,P05_03,0:07:39.900000,0:07:42.900000,12
XHdsmCWrEb,P04,P04_08,0:00:51.300000,0:00:54.300000,12
ATXWDKYdZR,P03,P03_08,0:00:20.230000,0:00:23.230000,12
KdFkJMnlUp,P02,P02_126,0:01:52.410000,0:01:55.410000,12
hkQAYuMsql,P24,P24_07,0:00:51.290000,0:00:54.290000,12
scpkkbLtFS,P31,P31_13,0:05:50.460000,0:05:53.460000,12
hppTwEhTjQ,P22,P22_104,0:09:43.640000,0:09:46.640000,12
pemLxRwAaM,P02,P02_132,0:03:32.130000,0:03:35.130000,12
OkAxhTnBXd,P04,P04_04,0:08:50.210000,0:08:53.210000,12
cMIlukxikt,P04,P04_102,0:01:03.640000,0:01:06.640000,12
RVulTSsuIm,P03,P03_04,0:09:53.240000,0:09:56.240000,12
FIKXrmeaxQ,P01,P01_105,0:00:58.030000,0:01:01.030000,12
qFFzembBEU,P28,P28_03,0:02:57.240000,0:03:00.240000,12
odslgdsBCB,P03,P03_114,0:00:06.340000,0:00:09.340000,12
ccuBcWOXmG,P02,P02_01,0:01:07.310000,0:01:10.310000,12
ChAkXqNHLa,P35,P35_105,0:17:01.200000,0:17:04.200000,12
VNpHyBjlmR,P28,P28_09,0:00:45.770000,0:00:48.770000,12
eNepeWawbn,P24,P24_08,0:12:12.410000,0:12:15.410000,12
lNHWGtymIq,P06,P06_113,0:01:53.680000,0:01:56.680000,12
hyAhLqNYdW,P28,P28_14,0:00:15.700000,0:00:18.700000,12
yTUKQxEUXe,P27,P27_103,0:27:57.350000,0:28:00.350000,12
JUlpYuJbKY,P03,P03_102,0:02:41.710000,0:02:44.710000,12
JPMPvpuhdx,P06,P06_101,0:30:24.200000,0:30:27.200000,12
QaZpYlYJTD,P02,P02_102,0:01:20.160000,0:01:23.160000,12
HfxpfWWgRN,P30,P30_107,0:05:44,0:05:47,12
AqfbTfKgeM,P02,P02_135,0:04:11.070000,0:04:14.070000,12
PWLwoNHVfC,P19,P19_04,0:12:54.800000,0:12:57.800000,12
DCMsmJbyHL,P27,P27_104,0:00:48.340000,0:00:51.340000,12
nUgNvezAVa,P31,P31_01,0:01:03.520000,0:01:06.520000,12
dydzDccuuj,P04,P04_119,0:03:45.310000,0:03:48.310000,12
wZQXPmYMlx,P28,P28_101,0:01:08.390000,0:01:11.390000,12
MLQnRJFaVM,P03,P03_117,0:11:48.290000,0:11:51.290000,12
yJsbSGwURH,P08,P08_08,0:02:12.120000,0:02:15.120000,12
HWWtJDMBJm,P17,P17_03,0:03:45.100000,0:03:48.100000,12
SNRuySQZkf,P08,P08_22,0:00:06,0:00:09,12
nwsTIlHbFu,P11,P11_105,0:02:10.330000,0:02:13.330000,12
TNhCrzEhUZ,P22,P22_17,0:14:18.280000,0:14:21.280000,12
JmLsmNJdzC,P06,P06_106,0:02:41.280000,0:02:44.280000,12
LlUSXZTmfm,P02,P02_104,0:06:15.190000,0:06:18.190000,12
vlNOEOTdJD,P27,P27_104,0:15:24.340000,0:15:27.340000,12
mkALPUvgHN,P22,P22_12,0:00:06.540000,0:00:09.540000,12
YfJBDDSorc,P30,P30_05,0:52:55.390000,0:52:58.390000,12
wcOaXalkCS,P01,P01_16,0:02:32.250000,0:02:35.250000,12
RPkEmnIxtV,P01,P01_18,0:16:45.170000,0:16:48.170000,12
uBgmvNylnj,P07,P07_10,0:00:35.120000,0:00:38.120000,12
txYiNAyabp,P12,P12_103,0:02:36.750000,0:02:39.750000,12
DPgjAcmzyA,P02,P02_133,0:00:43.910000,0:00:46.910000,12
YdvENvhvSa,P27,P27_105,0:00:45.030000,0:00:48.030000,12
XGNzapiaBS,P04,P04_02,0:15:10.410000,0:15:13.410000,12
SiHPrnqcSg,P22,P22_101,0:00:07.540000,0:00:10.540000,12
lYoHGHYLGW,P08,P08_23,0:00:03.300000,0:00:06.300000,12
KtvkVZSMwv,P03,P03_11,0:00:45.950000,0:00:48.950000,12
WKwZXWMsbq,P01,P01_09,0:45:57.140000,0:46:00.140000,12
cGuxJRnwEe,P27,P27_04,0:05:18.880000,0:05:21.880000,12
MEujmyFDzX,P09,P09_106,0:01:15.850000,0:01:18.850000,12
FcZrqSAZqN,P20,P20_04,0:34:22,0:34:25,12
sLnJFYmbTg,P01,P01_17,0:00:34,0:00:37,12
bIfsChFhyk,P28,P28_105,0:03:15.380000,0:03:18.380000,12
gyMrDSwvIY,P05,P05_03,0:06:51.900000,0:06:54.900000,12
tFlVnkTCPp,P16,P16_01,0:01:36.340000,0:01:39.340000,12
uefWXevypB,P05,P05_03,0:16:02.900000,0:16:05.900000,12
BskwrnTfMa,P27,P27_104,0:15:46.340000,0:15:49.340000,12
JvlLtWkDtp,P28,P28_09,0:00:16.770000,0:00:19.770000,12
wODKHpONCu,P03,P03_102,0:01:51.710000,0:01:54.710000,12
hOOGOvFhzU,P04,P04_112,0:01:52.450000,0:01:55.450000,12
bxeAPhzKRx,P02,P02_01,0:01:03.310000,0:01:06.310000,12
EzkbzFtvaX,P05,P05_02,0:00:04.990000,0:00:07.990000,12
PcPrYBSPSz,P22,P22_104,0:09:57.640000,0:10:00.640000,12
vJiARuBIrO,P28,P28_03,0:01:39.240000,0:01:42.240000,12
sLnDnnbwPr,P24,P24_02,0:01:12.130000,0:01:15.130000,12
iKlkdQZwCs,P04,P04_05,0:04:56.260000,0:04:59.260000,12
KgEhsOEiVs,P20,P20_03,0:01:30.500000,0:01:33.500000,12
xXeAshuXNk,P26,P26_119,0:02:16,0:02:19,12
gfgNkgIymr,P06,P06_09,0:15:45.400000,0:15:48.400000,12
nTTbeuwLlv,P22,P22_05,0:16:39.770000,0:16:42.770000,12
vlvQZCkbFs,P08,P08_23,0:00:02.300000,0:00:05.300000,12
OIUndHhjTL,P09,P09_104,0:02:08.840000,0:02:11.840000,12
QMWsAwsLFF,P28,P28_03,0:03:07.240000,0:03:10.240000,12
lTTkNQcTmJ,P05,P05_03,0:01:50.900000,0:01:53.900000,12
EPnMDZpULC,P04,P04_109,0:09:30.280000,0:09:33.280000,12
fLWZVcvZeh,P04,P04_110,0:09:37.540000,0:09:40.540000,12
ylKGYvLlDz,P07,P07_10,0:02:45.120000,0:02:48.120000,12
ettJKEqXYb,P02,P02_04,0:01:20.970000,0:01:23.970000,12
oaZzFaRKiC,P15,P15_08,0:00:40.220000,0:00:43.220000,12
ulZVLlyWpR,P07,P07_04,0:13:25.580000,0:13:28.580000,12
QlMXydxZQl,P31,P31_01,0:02:46.520000,0:02:49.520000,12
XsDkqmFqwk,P31,P31_13,0:07:11.460000,0:07:14.460000,12
lqdWgJHgtX,P04,P04_02,0:15:58.410000,0:16:01.410000,12
GIoBjBKExr,P29,P29_03,0:02:45.210000,0:02:48.210000,12
OctDLGDqDu,P02,P02_118,0:01:34.240000,0:01:37.240000,12
MQzvzMBPiJ,P08,P08_23,0:21:36.300000,0:21:39.300000,12
NDTAsrCnPg,P02,P02_135,0:01:02.070000,0:01:05.070000,12
iBzIosDTAj,P28,P28_01,0:02:11.320000,0:02:14.320000,12
DjUFuWwnwt,P03,P03_10,0:01:08.750000,0:01:11.750000,12
XQZAMGednM,P28,P28_105,0:03:17.380000,0:03:20.380000,12
nqgLwdAZQF,P30,P30_111,0:01:01.330000,0:01:04.330000,12
GCBCTKsiCn,P21,P21_01,0:07:02.810000,0:07:05.810000,12
MfCexkQMyu,P06,P06_113,0:04:11.680000,0:04:14.680000,12
kqzSSxvAkX,P29,P29_01,0:00:16.660000,0:00:19.660000,12
uhCieVRoFB,P29,P29_02,0:00:21.900000,0:00:24.900000,12
BhjxXgMuCn,P03,P03_02,0:02:59.290000,0:03:02.290000,12
bJUwoBEkyl,P04,P04_109,0:11:41.280000,0:11:44.280000,12
FLIpmGutZP,P22,P22_16,0:14:20.960000,0:14:23.960000,12
xWayxKcbRU,P04,P04_02,0:02:47.410000,0:02:50.410000,12
AeabIGEXoX,P28,P28_105,0:03:28.380000,0:03:31.380000,12
xLjuJypmMT,P12,P12_06,0:01:36.090000,0:01:39.090000,12
wMcUFtTfxs,P26,P26_21,0:07:26.640000,0:07:29.640000,12
ORQrKxQVrf,P08,P08_23,0:00:53.300000,0:00:56.300000,12
nGKiorPvKe,P25,P25_102,0:00:31.210000,0:00:34.210000,12
PwZULZGYJp,P31,P31_01,0:01:01.520000,0:01:04.520000,12
qrKsbzMwpH,P03,P03_27,0:00:15.250000,0:00:18.250000,12
XylwVvhQyq,P22,P22_17,0:14:17.280000,0:14:20.280000,12
bJHDQWqevF,P02,P02_107,0:01:06.550000,0:01:09.550000,12
keTPLVkzsr,P11,P11_104,0:10:27.420000,0:10:30.420000,12
UVOfWebgPC,P06,P06_101,0:30:18.200000,0:30:21.200000,12
IFnpBgmbqM,P04,P04_109,0:11:42.280000,0:11:45.280000,12
pdCFrCqSTT,P22,P22_16,0:17:13.960000,0:17:16.960000,12
YHNFNDgZyH,P07,P07_08,0:00:59.490000,0:01:02.490000,12
SNIXmDIxEu,P04,P04_03,0:04:41.060000,0:04:44.060000,12
OuQtiVUYcI,P07,P07_107,0:02:36.480000,0:02:39.480000,12
NCoAXuokCe,P06,P06_07,0:14:38.900000,0:14:41.900000,12
SaHJuCiZyi,P02,P02_131,0:06:01.310000,0:06:04.310000,13
sgScuHbFhf,P04,P04_101,0:06:56.370000,0:06:59.370000,13
QlLdCcopwC,P04,P04_101,0:06:52.370000,0:06:55.370000,13
nYYCPUdMLs,P05,P05_04,0:03:10.840000,0:03:13.840000,13
JPNgczVXhL,P31,P31_07,0:00:41.600000,0:00:44.600000,13
OWZmiLshwZ,P29,P29_03,0:00:31.210000,0:00:34.210000,13
kFtViLeBnQ,P31,P31_07,0:01:06.600000,0:01:09.600000,13
wJvONQccmY,P22,P22_08,0:14:12.490000,0:14:15.490000,13
BzclxNxQAv,P30,P30_04,0:00:55.450000,0:00:58.450000,13
LuFlzTMkwy,P35,P35_109,0:17:31.900000,0:17:34.900000,13
lljDyztqja,P01,P01_103,0:02:41.430000,0:02:44.430000,13
wOmWvkFhkD,P02,P02_06,0:16:08.980000,0:16:11.980000,13
jwujEPPvff,P03,P03_19,0:04:47.580000,0:04:50.580000,13
jvsvheKNOu,P01,P01_108,0:01:39.770000,0:01:42.770000,13
ofyJhzIoGj,P24,P24_03,0:05:13.050000,0:05:16.050000,13
tprGKmlzKW,P30,P30_113,0:01:57.360000,0:02:00.360000,13
SuJcbOUkLN,P07,P07_10,0:16:19.120000,0:16:22.120000,13
DoixpWtnIf,P05,P05_04,0:03:12.840000,0:03:15.840000,13
jWkQgfiSBT,P29,P29_03,0:01:07.210000,0:01:10.210000,13
GFpSEJsiVc,P30,P30_04,0:04:47.450000,0:04:50.450000,13
ADvRTuFEVe,P01,P01_104,0:01:24.820000,0:01:27.820000,13
jJFXWSjcnf,P06,P06_103,0:08:10,0:08:13,13
uOXtZovczV,P26,P26_18,0:04:58,0:05:01,13
BRyBObqPef,P12,P12_105,0:03:35.080000,0:03:38.080000,13
ThPbMAqbLH,P26,P26_18,0:02:31,0:02:34,13
msUTIwInjx,P22,P22_17,0:17:00.280000,0:17:03.280000,13
yoApOLXwhf,P26,P26_18,0:02:57,0:03:00,13
ffvZXboNrE,P35,P35_109,0:04:56.900000,0:04:59.900000,13
GLhaWdammE,P04,P04_101,0:06:35.370000,0:06:38.370000,13
rghrBfKFhK,P02,P02_01,0:03:45.310000,0:03:48.310000,13
BhqHiqXXUv,P28,P28_103,0:00:11.940000,0:00:14.940000,13
TYHbogDaJC,P22,P22_09,0:02:52,0:02:55,13
tbiFgwqDSD,P30,P30_04,0:05:55.450000,0:05:58.450000,13
YXBgqhHtlR,P13,P13_05,0:00:40.440000,0:00:43.440000,13
dcyiCniHXU,P13,P13_05,0:00:28.440000,0:00:31.440000,13
bUPLtniZFS,P22,P22_13,0:05:25.240000,0:05:28.240000,13
JINRnyuMqW,P01,P01_08,0:00:40.710000,0:00:43.710000,13
UXgWCLOesv,P01,P01_104,0:01:28.820000,0:01:31.820000,13
DEDpCuBcwk,P03,P03_16,0:00:33.410000,0:00:36.410000,13
haBbPMVOsx,P04,P04_113,0:02:03,0:02:06,13
rmBBUusunI,P26,P26_18,0:04:52,0:04:55,13
UEDPZUDVPD,P01,P01_103,0:02:36.430000,0:02:39.430000,13
TPAeVWySNW,P02,P02_04,0:01:52.970000,0:01:55.970000,13
cPiMKzWDar,P24,P24_03,0:05:18.050000,0:05:21.050000,13
gclLHDKMaq,P07,P07_06,0:00:27.250000,0:00:30.250000,13
gkZYMrvgbR,P29,P29_03,0:00:25.210000,0:00:28.210000,13
YDQbxKZmNx,P30,P30_104,0:04:27,0:04:30,13
SdpSpdhnlN,P22,P22_06,0:03:05.100000,0:03:08.100000,13
KkjLAGnGUI,P22,P22_15,0:06:00.850000,0:06:03.850000,13
UHYqGEeyGC,P02,P02_02,0:01:41.160000,0:01:44.160000,13
vnWPIxENUU,P13,P13_08,0:34:31.420000,0:34:34.420000,13
NJglGEwbtv,P30,P30_101,0:01:20.420000,0:01:23.420000,13
EFyGZlBufB,P12,P12_105,0:01:22.080000,0:01:25.080000,13
HidpauHjcj,P23,P23_02,0:25:23.160000,0:25:26.160000,13
AwpocqimJV,P28,P28_104,0:08:31,0:08:34,13
UMtdmlGbwv,P30,P30_04,0:04:45.450000,0:04:48.450000,13
gyhuiSHssn,P26,P26_18,0:02:44,0:02:47,13
OCnSBPPAJY,P31,P31_05,0:01:28.590000,0:01:31.590000,13
sIaNQCLLOA,P35,P35_108,0:17:43.820000,0:17:46.820000,13
IWdTBupMlL,P02,P02_131,0:05:32.310000,0:05:35.310000,13
WiStEvFOti,P01,P01_08,0:00:26.710000,0:00:29.710000,13
ZhWtEgJVwJ,P02,P02_04,0:01:49.970000,0:01:52.970000,13
cwwcoOAKKP,P22,P22_13,0:05:42.240000,0:05:45.240000,13
ZuwdQElxCo,P30,P30_107,0:25:00,0:25:03,13
AGSUiCNuxt,P30,P30_107,0:24:44,0:24:47,13
aMyiQzrdGi,P02,P02_105,0:03:23.700000,0:03:26.700000,13
WeUdFYfkIm,P02,P02_124,0:01:27.330000,0:01:30.330000,13
vAhQpMNOXY,P29,P29_03,0:01:17.210000,0:01:20.210000,13
pHmxiaSZeI,P35,P35_108,0:12:12.820000,0:12:15.820000,13
UyuMVMhAyz,P13,P13_05,0:00:38.440000,0:00:41.440000,13
mIIaXEwhiM,P08,P08_04,0:00:38.320000,0:00:41.320000,13
QPxvxuTLLM,P07,P07_10,0:16:25.120000,0:16:28.120000,13
VvRcIPaopH,P24,P24_03,0:01:11.050000,0:01:14.050000,13
DJhxtGAqay,P30,P30_113,0:01:14.360000,0:01:17.360000,13
ormKWczIsh,P31,P31_07,0:01:31.600000,0:01:34.600000,13
uHNJaFIENs,P01,P01_104,0:01:22.820000,0:01:25.820000,13
QwHJejyqJq,P30,P30_06,0:01:44.620000,0:01:47.620000,13
odIGmMaBWw,P30,P30_03,0:08:13.660000,0:08:16.660000,13
lBoRxKZDYS,P35,P35_108,0:19:50.820000,0:19:53.820000,13
OfntqNusnR,P28,P28_104,0:08:21,0:08:24,13
TaknIwKblw,P24,P24_04,0:06:18.740000,0:06:21.740000,13
DrFGmnSdmS,P35,P35_108,0:17:34.820000,0:17:37.820000,13
dUsiaGLeoq,P24,P24_04,0:06:26.740000,0:06:29.740000,13
LkCvHbqlZq,P07,P07_04,0:03:26.580000,0:03:29.580000,13
hOhAFAIRiM,P26,P26_18,0:04:29,0:04:32,13
vxKUsepWEW,P30,P30_109,0:02:13,0:02:16,13
FRVKTcxZVL,P24,P24_01,0:11:09.250000,0:11:12.250000,13
XMaUGNOYQq,P30,P30_108,0:08:19.610000,0:08:22.610000,13
nIJLBWaGzA,P26,P26_118,0:05:25.320000,0:05:28.320000,13
DLSENUENMX,P30,P30_04,0:06:34.450000,0:06:37.450000,13
qHlWgWljLQ,P25,P25_12,0:00:12.570000,0:00:15.570000,13
ZovhRGtwAz,P04,P04_13,0:02:53.760000,0:02:56.760000,13
YIJIgEThgx,P29,P29_03,0:00:24.210000,0:00:27.210000,13
crHuyuZiFX,P28,P28_104,0:08:22,0:08:25,13
IPMeySgrMS,P30,P30_04,0:05:56.450000,0:05:59.450000,13
CeCOrZBlca,P30,P30_107,0:24:42,0:24:45,13
KhaDpgRMPc,P30,P30_05,0:23:43.390000,0:23:46.390000,13
kmAAlIbjoA,P29,P29_01,0:15:34.660000,0:15:37.660000,13
yCUNiePZYl,P07,P07_113,0:04:04.430000,0:04:07.430000,13
QNzXdseizb,P30,P30_107,0:01:03,0:01:06,13
ZvoWjOEcpm,P28,P28_104,0:08:24,0:08:27,13
LSjiUonkrb,P07,P07_10,0:16:15.120000,0:16:18.120000,13
MysBcmWsBw,P35,P35_109,0:14:15.900000,0:14:18.900000,13
qHodlewbsL,P05,P05_01,0:05:23.930000,0:05:26.930000,13
adsyzMteAN,P28,P28_103,0:00:28.940000,0:00:31.940000,13
lADVyNcObF,P28,P28_103,0:00:27.940000,0:00:30.940000,13
NxvlmLYoae,P07,P07_04,0:03:47.580000,0:03:50.580000,13
bEcfLxKuFh,P13,P13_08,0:34:32.420000,0:34:35.420000,13
MnhFLDOzJn,P07,P07_04,0:13:12.580000,0:13:15.580000,13
rCoIjcMBWp,P19,P19_01,0:01:43.030000,0:01:46.030000,13
eWlmvZVTFT,P08,P08_02,0:00:20.990000,0:00:23.990000,13
ilCXLeSCho,P22,P22_05,0:15:09.770000,0:15:12.770000,13
uVspbuYcir,P30,P30_04,0:00:59.450000,0:01:02.450000,13
nhbvgZYzUH,P04,P04_101,0:07:07.370000,0:07:10.370000,13
mSfcZaCaZN,P12,P12_105,0:02:16.080000,0:02:19.080000,13
YUefKhVLyA,P19,P19_01,0:01:41.030000,0:01:44.030000,13
LMmVnuavMA,P02,P02_105,0:03:33.700000,0:03:36.700000,13
ttwGqcvOMB,P04,P04_101,0:06:43.370000,0:06:46.370000,13
YaAryiJVfc,P02,P02_09,0:02:01.230000,0:02:04.230000,13
KhPEYideHG,P02,P02_06,0:03:18.980000,0:03:21.980000,13
xJkaGOoEiz,P22,P22_13,0:05:51.240000,0:05:54.240000,13
hEypJmpTlY,P04,P04_114,0:00:32.910000,0:00:35.910000,13
LpYnWwKFuL,P08,P08_21,0:03:35.430000,0:03:38.430000,13
WfHvumOKHG,P01,P01_09,0:05:19.140000,0:05:22.140000,13
qqDFyjqLuX,P28,P28_104,0:08:23,0:08:26,13
ZxBdBEbvdA,P07,P07_04,0:01:29.580000,0:01:32.580000,13
CiyrnEzRmH,P30,P30_11,0:01:41.140000,0:01:44.140000,13
IUKNNDHAFY,P06,P06_105,0:01:34.850000,0:01:37.850000,13
SNWZiAjfAd,P35,P35_108,0:08:57.820000,0:09:00.820000,13
pXpnUZakqT,P30,P30_04,0:04:38.450000,0:04:41.450000,13
izpeSMthiw,P07,P07_04,0:03:21.580000,0:03:24.580000,13
jMTQJXhJEj,P24,P24_06,0:04:39.500000,0:04:42.500000,13
VjNlpeAEko,P02,P02_123,0:11:56.760000,0:11:59.760000,13
FerYKoRkAW,P02,P02_123,0:18:13.760000,0:18:16.760000,13
aJamjAwhUd,P35,P35_109,0:08:16.900000,0:08:19.900000,13
NscQHXOQim,P30,P30_107,0:24:59,0:25:02,13
hoNwijLKlz,P01,P01_104,0:00:41.820000,0:00:44.820000,13
YQarOnTTlK,P03,P03_109,0:07:33.190000,0:07:36.190000,13
eCGLYZiCDR,P31,P31_07,0:00:47.600000,0:00:50.600000,13
DHPYgUYeVf,P01,P01_104,0:00:07.820000,0:00:10.820000,13
YVvXbjnJdo,P01,P01_103,0:02:40.430000,0:02:43.430000,13
SOsyHCkSOq,P22,P22_117,0:00:40.630000,0:00:43.630000,13
ZmxTzvzOzC,P07,P07_04,0:03:43.580000,0:03:46.580000,13
mWrLSrCqto,P31,P31_07,0:01:30.600000,0:01:33.600000,13
TTdxcQSktz,P03,P03_19,0:04:48.580000,0:04:51.580000,13
QewNoFVYxx,P03,P03_117,0:06:04.290000,0:06:07.290000,13
VaoEerYjCb,P04,P04_101,0:07:06.370000,0:07:09.370000,13
wDcSeXUjWd,P28,P28_111,0:05:48.100000,0:05:51.100000,13
gkBGMYyuEW,P02,P02_105,0:03:53.700000,0:03:56.700000,13
uDhkKMaolD,P07,P07_110,0:01:28.670000,0:01:31.670000,13
yexQMoVwai,P25,P25_12,0:00:19.570000,0:00:22.570000,13
SMZHBCyGzC,P01,P01_104,0:00:39.820000,0:00:42.820000,13
meXeLSkaGx,P30,P30_110,0:02:46.750000,0:02:49.750000,13
jlYkxyqOPT,P24,P24_04,0:06:20.740000,0:06:23.740000,13
gzhPnPCKol,P30,P30_111,0:13:30.330000,0:13:33.330000,13
OyicSwsLln,P35,P35_108,0:19:43.820000,0:19:46.820000,13
cioXSzylkn,P03,P03_117,0:06:03.290000,0:06:06.290000,13
mtqdflDZQF,P24,P24_03,0:05:31.050000,0:05:34.050000,13
defjCTWnuT,P09,P09_105,0:01:11.890000,0:01:14.890000,13
NdMiJDfqvG,P01,P01_08,0:00:41.710000,0:00:44.710000,13
QedPuBHbUp,P26,P26_18,0:04:34,0:04:37,13
xWoExpWRcm,P35,P35_109,0:08:53.900000,0:08:56.900000,13
fnQaoVsYzx,P02,P02_03,0:00:14.750000,0:00:17.750000,13
NYvJIQHVMI,P31,P31_07,0:03:06.600000,0:03:09.600000,13
lgVTzaZPUL,P30,P30_06,0:01:36.620000,0:01:39.620000,13
ybURylTply,P01,P01_104,0:01:12.820000,0:01:15.820000,13
RxMeyRpYai,P12,P12_101,0:12:08.380000,0:12:11.380000,13
RHvBpUVKGP,P22,P22_13,0:05:38.240000,0:05:41.240000,13
dURixApLmT,P02,P02_105,0:05:13.700000,0:05:16.700000,13
BVTEGrncTH,P07,P07_113,0:04:20.430000,0:04:23.430000,13
tBJNfKIyfa,P02,P02_01,0:03:23.310000,0:03:26.310000,13
AmewwFtOIo,P22,P22_15,0:06:27.850000,0:06:30.850000,13
hIoQwMEbEf,P02,P02_01,0:03:28.310000,0:03:31.310000,13
lKwrbbntdh,P07,P07_113,0:04:25.430000,0:04:28.430000,13
KuNZtFGacQ,P24,P24_01,0:11:13.250000,0:11:16.250000,13
uIOsXIvOsc,P35,P35_108,0:17:40.820000,0:17:43.820000,13
erWlzGoJRE,P05,P05_04,0:06:18.840000,0:06:21.840000,13
bJcwjDwqOf,P19,P19_01,0:00:31.030000,0:00:34.030000,13
TsPviSBcKc,P35,P35_108,0:09:16.820000,0:09:19.820000,13
khFlWrrBWJ,P30,P30_107,0:24:55,0:24:58,13
XuFbMbIWvx,P01,P01_08,0:00:48.710000,0:00:51.710000,13
iqkuexRCkX,P26,P26_18,0:04:57,0:05:00,13
DWXquGhGRg,P04,P04_110,0:01:30.540000,0:01:33.540000,13
OCGQMMDRAi,P04,P04_13,0:03:03.760000,0:03:06.760000,13
WvySjmRqDg,P07,P07_01,0:00:54.640000,0:00:57.640000,13
mCQhDOesbk,P22,P22_15,0:03:20.850000,0:03:23.850000,13
WbLRKAZHGy,P26,P26_18,0:02:55,0:02:58,13
DXdzHguRIo,P02,P02_01,0:03:40.310000,0:03:43.310000,13
EFFceKgjNI,P06,P06_103,0:08:11,0:08:14,13
hakgYRFFRu,P24,P24_03,0:01:16.050000,0:01:19.050000,13
YgMROlFJGn,P35,P35_108,0:17:47.820000,0:17:50.820000,13
kCjOKwpAcA,P01,P01_09,0:01:22.140000,0:01:25.140000,13
kYWLZpaBrf,P31,P31_07,0:01:09.600000,0:01:12.600000,13
CIrHowAlLt,P22,P22_06,0:01:55.100000,0:01:58.100000,13
HSUYQIrINC,P28,P28_104,0:08:20,0:08:23,13
oMZZLRguqu,P22,P22_13,0:05:35.240000,0:05:38.240000,13
HbxSLxosKa,P26,P26_18,0:04:26,0:04:29,13
ktsyVxvIgK,P01,P01_09,0:54:34.140000,0:54:37.140000,13
lrRlpUiszg,P29,P29_01,0:21:19.660000,0:21:22.660000,13
obhATzlFmP,P07,P07_06,0:00:20.250000,0:00:23.250000,13
AhVfBncxFN,P03,P03_09,0:05:58.870000,0:06:01.870000,13
SnsVPjiEqd,P25,P25_04,0:09:18.640000,0:09:21.640000,13
bImiwoqMKg,P02,P02_135,0:02:08.070000,0:02:11.070000,13
